id,state,value,group
33,New Hampshire,0.0001301924879249,export_resilience_network_2017
34,New Jersey,0.9562331686237,import_resilience_2012
34,New Jersey,0.9556820629463102,export_resilience_2012
34,New Jersey,0.0308183259830099,import_resilience_network_2012
34,New Jersey,0.0409641805084662,export_resilience_network_2012
34,New Jersey,0.9532790006276056,import_resilience_2017
34,New Jersey,0.9173843396455696,export_resilience_2017
34,New Jersey,0.0145282203091415,import_resilience_network_2017
34,New Jersey,0.0121106019668538,export_resilience_network_2017
35,New Mexico,0.8886309898671139,import_resilience_2012
35,New Mexico,0.903990514920662,export_resilience_2012
35,New Mexico,0.0043435477531783,import_resilience_network_2012
35,New Mexico,0.0034978029478211,export_resilience_network_2012
35,New Mexico,0.8864084639655585,import_resilience_2017
35,New Mexico,0.8226647403842464,export_resilience_2017
35,New Mexico,0.0020803082543749,import_resilience_network_2017
35,New Mexico,0.0013765375715443,export_resilience_network_2017
32,Nevada,0.8859026780812909,import_resilience_2012
32,Nevada,0.8950512004777387,export_resilience_2012
32,Nevada,0.003087193136304,import_resilience_network_2012
32,Nevada,0.0038673765706958,export_resilience_network_2012
32,Nevada,0.8921062520424502,import_resilience_2017
32,Nevada,0.7440157953383426,export_resilience_2017
32,Nevada,0.0049824498785782,import_resilience_network_2017
32,Nevada,0.0011876509002602,export_resilience_network_2017
36,New York,0.9534485051661492,import_resilience_2012
36,New York,0.9517305225813,export_resilience_2012
36,New York,0.0434114414951242,import_resilience_network_2012
36,New York,0.037262049222313,export_resilience_network_2012
36,New York,0.948056981239486,import_resilience_2017
36,New York,0.8675330507330343,export_resilience_2017
36,New York,0.0475430435632248,import_resilience_network_2017
36,New York,0.0272886197293072,export_resilience_network_2017
39,Ohio,0.95273802236264,import_resilience_2012
39,Ohio,0.9608834756272414,export_resilience_2012
39,Ohio,0.0388991400224891,import_resilience_network_2012
39,Ohio,0.0465588686374077,export_resilience_network_2012
39,Ohio,0.9392042777409632,import_resilience_2017
39,Ohio,0.9441933497099136,export_resilience_2017
39,Ohio,0.033581071159711,import_resilience_network_2017
39,Ohio,0.0382331331659856,export_resilience_network_2017
40,Oklahoma,0.9399868551780666,import_resilience_2012
40,Oklahoma,0.9012369229540232,export_resilience_2012
40,Oklahoma,0.0087733749049613,import_resilience_network_2012
40,Oklahoma,0.008056382563998,export_resilience_network_2012
40,Oklahoma,0.920969905209834,import_resilience_2017
40,Oklahoma,0.8432220257576347,export_resilience_2017
40,Oklahoma,0.0077444184262228,import_resilience_network_2017
40,Oklahoma,0.0111727899333512,export_resilience_network_2017
41,Oregon,0.9337474939191358,import_resilience_2012
41,Oregon,0.9228282525740829,export_resilience_2012
41,Oregon,0.0101353317703263,import_resilience_network_2012
41,Oregon,0.0068409724319741,export_resilience_network_2012
41,Oregon,0.9268999198158044,import_resilience_2017
41,Oregon,0.8979656327234155,export_resilience_2017
41,Oregon,0.017086614051658,import_resilience_network_2017
41,Oregon,0.0093955160468779,export_resilience_network_2017
42,Pennsylvania,0.9736878923568476,import_resilience_2012
42,Pennsylvania,0.9678497495020246,export_resilience_2012
42,Pennsylvania,0.064638330594569,import_resilience_network_2012
42,Pennsylvania,0.0459762991830048,export_resilience_network_2012
42,Pennsylvania,0.9645091005517802,import_resilience_2017
42,Pennsylvania,0.9589426084740966,export_resilience_2017
42,Pennsylvania,0.0526539179822355,import_resilience_network_2017
42,Pennsylvania,0.0254029675969187,export_resilience_network_2017
44,Rhode Island,0.79120251204445,import_resilience_2012
44,Rhode Island,0.8363287741147831,export_resilience_2012
44,Rhode Island,0.0004768668818441,import_resilience_network_2012
44,Rhode Island,0.0006701654316921,export_resilience_network_2012
44,Rhode Island,0.8308528504663057,import_resilience_2017
44,Rhode Island,0.7775854621476219,export_resilience_2017
44,Rhode Island,0.0003370085712989,import_resilience_network_2017
44,Rhode Island,0.0005109479471327,export_resilience_network_2017
45,South Carolina,0.940665638187154,import_resilience_2012
45,South Carolina,0.880582968887668,export_resilience_2012
45,South Carolina,0.0077850594887834,import_resilience_network_2012
45,South Carolina,0.0058141697042368,export_resilience_network_2012
45,South Carolina,0.9519256883735764,import_resilience_2017
45,South Carolina,0.9571992380351292,export_resilience_2017
45,South Carolina,0.0073983609900441,import_resilience_network_2017
45,South Carolina,0.0085360657771503,export_resilience_network_2017
46,South Dakota,0.8273069548902727,import_resilience_2012
46,South Dakota,0.8982702451019245,export_resilience_2012
46,South Dakota,0.0015632443226118,import_resilience_network_2012
46,South Dakota,0.0129293994262694,export_resilience_network_2012
46,South Dakota,0.808773217915589,import_resilience_2017
46,South Dakota,0.8224727480925714,export_resilience_2017
46,South Dakota,0.0009171288914039,import_resilience_network_2017
46,South Dakota,0.0156806883230531,export_resilience_network_2017
47,Tennessee,0.9488035670175814,import_resilience_2012
47,Tennessee,0.9547999436363644,export_resilience_2012
47,Tennessee,0.0114874461733595,import_resilience_network_2012
47,Tennessee,0.025516042689715,export_resilience_network_2012
47,Tennessee,0.9424329542394174,import_resilience_2017
47,Tennessee,0.952976521863945,export_resilience_2017
47,Tennessee,0.013404247450553,import_resilience_network_2017
47,Tennessee,0.0150393286200734,export_resilience_network_2017
48,Texas,0.9449701480064384,import_resilience_2012
48,Texas,0.9111868063109236,export_resilience_2012
48,Texas,0.0973078353496608,import_resilience_network_2012
48,Texas,0.0710773743381022,export_resilience_network_2012
48,Texas,0.9562680268886358,import_resilience_2017
48,Texas,0.9490404245199084,export_resilience_2017
48,Texas,0.1043559533251575,import_resilience_network_2017
48,Texas,0.0962958027554286,export_resilience_network_2017
49,Utah,0.5059163968316591,import_resilience_2012
49,Utah,0.9005076805168462,export_resilience_2012
49,Utah,0.0040003510105234,import_resilience_network_2012
49,Utah,0.0060231374307914,export_resilience_network_2012
49,Utah,0.9384949745269788,import_resilience_2017
49,Utah,0.9296730565784136,export_resilience_2017
49,Utah,0.0056459471116925,import_resilience_network_2017
49,Utah,0.0073510330968956,export_resilience_network_2017
51,Virginia,0.9625614244498512,import_resilience_2012
51,Virginia,0.943436644988803,export_resilience_2012
51,Virginia,0.0164342173151278,import_resilience_network_2012
51,Virginia,0.0114429303313961,export_resilience_network_2012
51,Virginia,0.9539501870433884,import_resilience_2017
51,Virginia,0.9477497387618864,export_resilience_2017
51,Virginia,0.0183027580650346,import_resilience_network_2017
51,Virginia,0.0110098010665984,export_resilience_network_2017
50,Vermont,0.6881292326980533,import_resilience_2012
50,Vermont,0.911859398430824,export_resilience_2012
50,Vermont,0.0001689153796304,import_resilience_network_2012
50,Vermont,0.003537947862517,export_resilience_network_2012
50,Vermont,0.7940121295996011,import_resilience_2017
50,Vermont,0.0,export_resilience_2017
50,Vermont,0.0003198426690362,import_resilience_network_2017
50,Vermont,0.0,export_resilience_network_2017
53,Washington,0.8969716098194049,import_resilience_2012
53,Washington,0.90820188710567,export_resilience_2012
53,Washington,0.0291177375005361,import_resilience_network_2012
53,Washington,0.0160075945569565,export_resilience_network_2012
53,Washington,0.9341447447549368,import_resilience_2017
53,Washington,0.9313100131621946,export_resilience_2017
53,Washington,0.0570899492704667,import_resilience_network_2017
53,Washington,0.0285569607320725,export_resilience_network_2017
55,Wisconsin,0.957325678424078,import_resilience_2012
55,Wisconsin,0.9667007424715552,export_resilience_2012
55,Wisconsin,0.0215229850145124,import_resilience_network_2012
55,Wisconsin,0.0311840742665533,export_resilience_network_2012
55,Wisconsin,0.9345809938044104,import_resilience_2017
55,Wisconsin,0.952282368464373,export_resilience_2017
55,Wisconsin,0.0150515918870221,import_resilience_network_2017
55,Wisconsin,0.0269911982520223,export_resilience_network_2017
54,West Virginia,0.8532325240002272,import_resilience_2012
54,West Virginia,0.6798591556702589,export_resilience_2012
54,West Virginia,0.0006182210408996,import_resilience_network_2012
54,West Virginia,0.0004127879509963,export_resilience_network_2012
54,West Virginia,0.8557213928369191,import_resilience_2017
54,West Virginia,0.8191344012002181,export_resilience_2017
54,West Virginia,0.0003075752264311,import_resilience_network_2017
54,West Virginia,0.0004522855906444,export_resilience_network_2017
56,Wyoming,0.7707412297506677,import_resilience_2012
56,Wyoming,0.7918850274752632,export_resilience_2012
56,Wyoming,0.0002212666507057,import_resilience_network_2012
56,Wyoming,0.0002614202632961,export_resilience_network_2012
56,Wyoming,0.4575235327134637,import_resilience_2017
56,Wyoming,0.0,export_resilience_2017
56,Wyoming,0.0003027745958252,import_resilience_network_2017
56,Wyoming,0.0,export_resilience_network_2017
